8.934801143341603691e+00,-7.163987573134939169e+01,1.499152570160266507e+01,-2.952037307110317599e+01,-1.526724215944317820e+01,-1.345497444388513308e+01,1.925586704834950780e+01,-2.741315129824144492e+01,4.895405787919077767e+00,3.416201870444466770e+00,-1.015005830934395670e+00,-2.602971216708289681e+00,-2.007916087039595787e+00
8.935778867503863410e+00,-3.751228330737347960e+01,1.800611894893929588e+01,-2.222292236281648314e+01,1.027641532957399839e+01,-8.343494932389246443e+00,1.625669493352904027e+01,-1.108877325264230151e+01,1.255020351781606180e+01,-9.910910379530168512e+00,-4.877942562796070192e+00,4.773710654731583847e-01,-6.569306723459050090e+00
8.996225151171222123e+00,-3.032349644268684585e+01,4.916605276087850918e+00,-1.450398803163309225e+01,1.503716443588155194e+01,-2.216538031119088359e+01,6.947459662832159211e+00,-7.811967787113944794e+00,9.995369945548844726e+00,-1.068836730410309244e+01,-6.485640059849077765e+00,-1.236234443453701815e+01,9.224276047345941754e-01
1.112909113717758558e+01,-9.473380671789206176e+00,5.698282061298488799e+00,5.608095065157100656e+00,2.630520993698858501e+00,1.236955073834479890e+01,2.731040702279750931e+00,6.402350296146849473e+00,5.663789627872376720e+00,8.479504915380253749e+00,3.197171557081220694e+00,3.361061573777710088e+00,6.194845017947303578e-01
1.150448116564724366e+01,-9.383076538158203306e+00,6.505332929266791631e+00,5.815512041445476399e+00,3.938294512570533534e+00,1.266345557178295422e+01,4.269408221264251679e+00,6.838701452803793046e+00,7.373936953490550117e+00,9.007548925276527285e+00,4.749668524284318849e+00,3.805629005860764913e+00,2.105809577260596921e+00
1.183022122032998524e+01,-9.429303000083354647e+00,7.052926429489115634e+00,5.650721752756321159e+00,4.460583341919607925e+00,1.272725220790486489e+01,4.938645966570515355e+00,6.480464651732499526e+00,7.783286017402494927e+00,8.597775747131569446e+00,4.864220960583838682e+00,3.307919514833713492e+00,1.620017490546960426e+00
1.139848213872136640e+01,5.359095859378913973e-01,3.450997189736646220e+01,-4.339143009997624034e+00,2.310278729190241620e+01,-1.535361195874909601e+00,1.749518336483310676e+01,4.371984389727463061e+00,1.294160376729174367e+01,-3.424349934159461734e-02,1.164827358133680590e+01,4.196731401906644621e+00,4.318424550676231988e+00
1.138999656167448116e+01,7.099429421168899079e-01,3.581626323075658291e+01,-5.127649997348417976e+00,2.053225826055347625e+01,2.580731645191709500e+00,1.788548202414640897e+01,-7.359378702696491859e-01,1.520800838444207947e+01,3.055951892543959492e+00,7.921475461111378458e+00,5.324359385914197773e+00,4.353091219587173377e+00
1.138621418414947151e+01,1.062207323787121904e+00,3.577357547606985122e+01,-5.554402492798171664e+00,2.159945851166090947e+01,1.658133552701219759e+00,1.744066934794317802e+01,6.479974047041527074e-02,1.511712007783549971e+01,3.163785584743820323e+00,7.299248841623063200e+00,6.075303460244045439e+00,4.256214051648771424e+00
1.137860606719951484e+01,1.152830015046468537e+00,3.614304707814440576e+01,-5.788862711295242214e+00,2.108636592182716640e+01,2.583724454438788509e+00,1.675855979497083226e+01,6.262491686655016210e-01,1.463945644097468168e+01,2.888400762343208861e+00,8.376234493640168921e+00,5.236031993983990773e+00,4.373233927378646690e+00
1.138203350052087259e+01,1.111381052682396842e+00,3.616329802158084306e+01,-5.880813410775169281e+00,2.111714630147750782e+01,2.887495057869092996e+00,1.677262850329245936e+01,1.840280988225646286e-01,1.500802480148106355e+01,2.494497686579733031e+00,9.202564163848792944e+00,4.196576500641548080e+00,5.064674948524655385e+00
1.137096456179049042e+01,1.450401026355010892e+00,3.558891103580779713e+01,-5.502794260312091623e+00,2.107478666173286541e+01,2.284099726026819432e+00,1.753716126332071568e+01,-2.152333537132795627e-01,1.445244384646598412e+01,3.480479775222089067e+00,8.633637051648065608e+00,4.107719710732574470e+00,5.396928732869795020e+00
1.137456274998234029e+01,1.167992865888896059e+00,3.528367815881978231e+01,-5.737145284354586039e+00,2.249468430255241103e+01,1.425497423863791191e+00,1.696493790998600559e+01,9.286647035225561453e-01,1.387401192990517984e+01,3.675851791062181295e+00,8.525684199075993064e+00,4.036054223117629292e+00,5.278178018560953255e+00
1.137311331759046062e+01,1.586143553137112416e+00,3.524377513902404502e+01,-5.803341311611255549e+00,2.271319771439082658e+01,8.801231865264961263e-01,1.748258502544384996e+01,8.815821685247645645e-01,1.355642753868325023e+01,4.798370528642301736e+00,6.331886608596192012e+00,6.160356877605043024e+00,4.985840909302557300e+00
1.137062427385753338e+01,1.286960878318207824e+00,3.484380306862441046e+01,-4.687562129534278199e+00,2.160731885300778643e+01,1.388706642670863634e+00,1.703750516288127059e+01,1.596247112249499001e+00,1.292479465414659323e+01,4.253553485355113573e+00,8.155074456959061635e+00,4.344396873143873350e+00,5.986277331807266400e+00
1.137547120050308536e+01,1.097629224352133503e+00,3.593815962263384023e+01,-5.625502359909917871e+00,2.077047429469961770e+01,3.669820447929837304e+00,1.545671453852073007e+01,6.337040533974303003e-01,1.593129795185221198e+01,1.592782070640673453e+00,9.331107282561957206e+00,4.584527117111383276e+00,4.674635324095145705e+00
1.137856728545573226e+01,8.308933357412582321e-01,3.559321543692383472e+01,-4.642208931608686306e+00,2.039482018407140984e+01,2.455942739128462282e+00,1.739078593024228780e+01,-1.233866691545783545e-01,1.551574627171345178e+01,1.615135086969625933e+00,9.536910707530241282e+00,4.923866947722888909e+00,4.199367645029399299e+00
1.137650645989994658e+01,1.298892483164780121e+00,3.521041657530967939e+01,-4.763617904128153668e+00,2.053996151696342309e+01,2.945538698703441760e+00,1.700346250561302597e+01,-7.926243910663488546e-01,1.660824952334235505e+01,1.352802917690041573e+00,9.044775085714039875e+00,5.029724187811249969e+00,4.767662077526300557e+00
1.136734552098488749e+01,1.544798405623121873e+00,3.509582544198286769e+01,-4.810202054630330792e+00,2.086932774850345851e+01,2.686807265705613013e+00,1.619709049376716337e+01,1.151383812491016512e+00,1.506208691639556818e+01,1.253270740555230356e+00,1.010724296793872945e+01,4.310745828083932807e+00,5.100958291197596139e+00
1.136929129419451279e+01,1.423595908643692454e+00,3.521068585264526263e+01,-5.023300572809510811e+00,2.101203085296862838e+01,2.570520462700288888e+00,1.693952974380470877e+01,-4.218275924961130685e-01,1.629549465489574800e+01,1.900553575599239764e+00,8.035295688689096494e+00,5.881758046749037128e+00,4.422835482659758455e+00
1.138365087662525887e+01,1.275084275892139019e+00,3.554666323594880595e+01,-5.056493732209619729e+00,2.125550791355299651e+01,1.027354226688541594e+00,1.858219762412403142e+01,9.872492479549861699e-02,1.420888746389113599e+01,3.016428089199130635e+00,8.549061313550224028e+00,4.898302914054662338e+00,4.833164608045223076e+00
1.138206423907734255e+01,1.053978618027098690e+00,3.552475548653119120e+01,-5.096225457249603075e+00,2.061311076212372484e+01,3.195619586816878854e+00,1.648476808374831037e+01,-4.577882121303596952e-01,1.697993068448897702e+01,5.966147699803688864e-01,9.377684122327387684e+00,5.432473854382364742e+00,4.336738122978224474e+00
1.138390538478660652e+01,8.719527238575004446e-01,3.487601096892479546e+01,-3.751723622836824479e+00,1.975959420761303775e+01,3.239507851848289821e+00,1.664118105111693779e+01,-5.747691346662253675e-01,1.713303241524971199e+01,-3.317156469787027606e-02,1.115947329401274501e+01,3.252531378635504566e+00,5.153344976647974640e+00
